0.4577777;0.4577777;4.119999;0.4577777;0.4577777
1.525926;1.068148;5.035554;0.4577777;0.4577777
28.53481;1.068148;6.56148;0.4577777;0.4577777
31.89184;1.525926;7.019258;0.4577777;0.4577777
34.18073;1.525926;8.087405;0.4577777;0.4577777
35.40147;1.983703;8.392591;0.4577777;0.4577777
32.95999;2.594074;8.392591;0.4577777;0.4577777
26.5511;2.594074;7.019258;0.4577777;0.4577777
17.24296;2.594074;6.103702;0.4577777;0.4577777
11.13926;1.983703;4.119999;0.4577777;0.4577777
6.56148;1.983703;3.051851;0.4577777;0.4577777
5.035554;1.525926;1.983703;0.4577777;0.4577777
5.493332;1.525926;1.983703;0.4577777;0.4577777
5.493332;1.068148;1.525926;0.4577777;0.4577777
5.493332;1.068148;1.525926;0.4577777;0.4577777
4.577776;1.068148;1.068148;0.4577777;0.4577777
3.509629;0.4577777;1.068148;0.4577777;0.4577777
2.594074;0.4577777;1.068148;0.4577777;0.4577777
1.983703;0.4577777;0.4577777;0.4577777;0.4577777
1.525926;0.4577777;0.4577777;0.4577777;0.4577777
1.525926;0.4577777;0.4577777;0.4577777;0.4577777
1.525926;0.4577777;0.4577777;0.4577777;0.4577777
1.525926;0.4577777;1.068148;0.4577777;0.4577777
1.983703;0.4577777;1.068148;0.4577777;0.4577777
1.983703;0.4577777;1.983703;0.4577777;0.4577777
1.983703;0.4577777;2.594074;0.4577777;0.4577777
2.594074;0.4577777;3.509629;0.4577777;0.4577777
3.051851;0.4577777;4.577776;0.4577777;0.4577777
4.119999;0.4577777;6.103702;0.4577777;0.4577777
5.493332;0.4577777;7.477035;0.4577777;0.4577777
8.087405;1.068148;10.07111;0.4577777;0.4577777
11.13926;1.068148;12.05481;0.4577777;0.4577777
14.3437;1.525926;16.02222;0.4577777;0.4577777
17.85333;1.525926;17.24296;0.4577777;0.4577777
22.12592;1.983703;20.59999;0.4577777;0.4577777
24.71999;1.983703;22.12592;0.4577777;0.4577777
27.61925;2.594074;23.80444;0.4577777;0.4577777
28.53481;3.051851;24.71999;0.4577777;0.4577777
27.61925;3.051851;24.71999;0.4577777;0.4577777
25.63555;3.051851;23.80444;0.4577777;0.4577777
23.80444;2.594074;22.12592;0.4577777;0.4577777
19.83703;2.594074;19.22666;0.4577777;0.4577777
17.24296;1.983703;17.24296;0.4577777;0.4577777
14.95407;1.983703;14.95407;0.4577777;0.4577777
12.97037;1.525926;12.97037;0.4577777;1.068148
12.97037;1.525926;11.59703;0.4577777;0.4577777
12.51259;1.068148;11.59703;0.4577777;0.4577777
12.51259;1.068148;10.37629;0.4577777;0.4577777
12.97037;1.068148;11.59703;0.4577777;0.4577777
12.51259;1.068148;11.59703;0.4577777;0.4577777
12.05481;1.068148;11.59703;0.4577777;0.4577777
11.59703;1.068148;10.37629;0.4577777;0.4577777
10.37629;1.068148;9.613331;0.4577777;0.4577777
9.613331;1.068148;9.613331;0.4577777;0.4577777
8.087405;1.068148;8.392591;0.4577777;0.4577777
7.019258;1.068148;7.477035;0.4577777;0.4577777
6.103702;1.068148;7.477035;0.4577777;0.4577777
4.577776;1.068148;6.103702;0.4577777;0.4577777
3.509629;0.4577777;5.493332;0.4577777;0.4577777
3.051851;0.4577777;5.035554;0.4577777;0.4577777
3.051851;0.4577777;4.577776;0.4577777;0.4577777
3.051851;0.4577777;4.577776;0.4577777;0.4577777
3.051851;0.4577777;4.577776;0.4577777;0.4577777
3.051851;0.4577777;4.577776;0.4577777;0.4577777
3.051851;0.4577777;4.119999;0.4577777;0.4577777
2.594074;0.4577777;3.509629;0.4577777;0.4577777
1.525926;0.4577777;3.051851;0.4577777;0.4577777
1.068148;0.4577777;2.594074;0.4577777;0.4577777
0.4577777;0.4577777;1.983703;0.4577777;0.4577777
0.4577777;0.4577777;1.525926;0.4577777;0.4577777
