0.4577777;1.983703;6.103702;0.4577777;0.4577777
4.119999;3.051851;8.392591;0.4577777;0.4577777
18.4637;3.509629;11.13926;0.4577777;0.4577777
21.36296;5.035554;13.88592;0.4577777;0.4577777
24.71999;6.103702;16.02222;0.4577777;0.4577777
28.53481;7.019258;17.24296;0.4577777;0.4577777
28.53481;8.392591;19.22666;1.068148;0.4577777
26.5511;8.392591;20.59999;0.4577777;0.4577777
23.80444;8.392591;19.22666;0.4577777;0.4577777
17.85333;8.087405;17.24296;0.4577777;0.4577777
13.42814;7.019258;14.95407;0.4577777;0.4577777
9.613331;5.493332;12.05481;0.4577777;0.4577777
6.56148;4.577776;10.07111;0.4577777;0.4577777
5.035554;3.509629;7.477035;0.4577777;0.4577777
4.119999;3.051851;6.56148;0.4577777;0.4577777
3.509629;2.594074;5.035554;0.4577777;0.4577777
2.594074;1.983703;4.119999;0.4577777;0.4577777
1.525926;1.983703;3.509629;0.4577777;0.4577777
1.068148;1.525926;3.051851;0.4577777;0.4577777
0.4577777;1.525926;1.983703;0.4577777;0.4577777
0.4577777;1.068148;1.525926;0.4577777;0.4577777
