0.4577777;1.525926;20.59999;0.4577777;0.4577777
19.22666;2.594074;27.61925;0.4577777;0.4577777
65.6148;3.509629;36.77481;0.4577777;0.4577777
75.68591;5.035554;47.30369;1.068148;0.4577777
94.1496;7.019258;56.76443;1.068148;0.4577777
108.6459;9.002961;70.49776;1.068148;0.4577777
116.8859;11.59703;75.68591;1.525926;0.4577777
121.1585;13.88592;84.38368;1.525926;0.4577777
130.1615;16.02222;87.58813;1.525926;0.4577777
130.1615;17.24296;90.79257;1.525926;0.4577777
130.1615;19.22666;90.79257;1.525926;0.4577777
121.1585;19.22666;84.38368;1.525926;0.4577777
116.8859;19.22666;81.48442;1.525926;0.4577777
97.50665;17.85333;73.09184;1.525926;0.4577777
84.38368;16.02222;63.17332;1.068148;0.4577777
65.6148;14.3437;54.78073;1.068148;1.068148
52.79702;12.51259;45.62518;0.4577777;1.068148
41.0474;10.37629;36.77481;0.4577777;0.4577777
32.95999;8.087405;27.61925;0.4577777;0.4577777
24.71999;6.56148;23.80444;0.4577777;0.4577777
19.22666;5.035554;19.22666;0.4577777;0.4577777
15.41185;4.119999;16.02222;0.4577777;0.4577777
13.42814;3.051851;14.95407;0.4577777;0.4577777
11.59703;2.594074;13.42814;0.4577777;0.4577777
10.37629;2.594074;12.97037;0.4577777;0.4577777
9.613331;1.983703;12.05481;0.4577777;0.4577777
9.002961;1.983703;12.05481;0.4577777;0.4577777
8.392591;1.983703;11.59703;0.4577777;0.4577777
7.477035;1.525926;11.13926;0.4577777;0.4577777
6.56148;1.525926;11.13926;0.4577777;0.4577777
6.103702;1.525926;9.613331;0.4577777;0.4577777
4.577776;1.525926;8.392591;0.4577777;0.4577777
4.119999;1.068148;7.477035;0.4577777;0.4577777
3.051851;1.068148;6.56148;0.4577777;0.4577777
2.594074;1.068148;5.493332;0.4577777;0.4577777
1.525926;1.068148;4.577776;0.4577777;0.4577777
1.068148;1.068148;4.119999;0.4577777;0.4577777
1.068148;1.068148;3.509629;0.4577777;0.4577777
0.4577777;0.4577777;2.594074;0.4577777;0.4577777
0.4577777;0.4577777;2.594074;0.4577777;0.4577777
